"","Timestamp","Machine","Temperature","Pressure","PartLength","PartResistance"
"1",2022-03-08 00:00:00,1,303,100,47.9544821568703,4.99833820373069
"2",2022-03-08 00:00:05,1,303,100,49.4578098536287,5.54960179838667
"3",2022-03-08 00:00:10,1,303,100,49.1426865158869,5.30471412012897
"4",2022-03-08 00:00:15,1,303,100,50.1950057467178,4.94247234472007
"5",2022-03-08 00:00:20,1,303,100,48.1773533924903,5.42162925541932
"6",2022-03-08 00:00:25,1,303,100,49.310999928624,5.18124091685568
"7",2022-03-08 00:00:30,1,303,100,48.8280960676749,4.86234243600383
"8",2022-03-08 00:00:35,1,303,100,48.6237904295863,5.4025781072298
"9",2022-03-08 00:00:40,1,303,100,47.9789328827701,4.96061876418538
"10",2022-03-08 00:00:45,1,303,100,49.255948089302,5.39113351832989
"11",2022-03-08 00:00:50,1,303,100,49.0826523211148,4.39730681355316
"12",2022-03-08 00:00:55,1,303,100,50.3850855617295,5.31132631035948
"13",2022-03-08 00:01:00,1,303,100,49.1387581283454,5.07822723536662
"14",2022-03-08 00:01:05,1,303,100,50.2623842308832,4.94191274042703
"15",2022-03-08 00:01:10,1,303,100,48.9235986446004,4.9542746637978
"16",2022-03-08 00:01:15,1,303,100,50.1711718831964,4.95172455091967
"17",2022-03-08 00:01:20,1,303,100,49.3036173884548,5.6173156381776
"18",2022-03-08 00:01:25,1,303,100,50.624352382011,6.2667408497474
"19",2022-03-08 00:01:30,1,303,100,49.563504856541,5.28846503630226
"20",2022-03-08 00:01:35,1,303,100,49.6794783401951,5.02595625794906
"21",2022-03-08 00:01:40,1,303,100,49.3159991112086,4.43726464852232
"22",2022-03-08 00:01:45,1,303,100,49.6152566926155,5.50523462879527
"23",2022-03-08 00:01:50,1,303,100,49.2191178325124,5.74730416242501
"24",2022-03-08 00:01:55,1,303,100,48.3884749140389,4.80504809305167
"25",2022-03-08 00:02:00,1,303,100,49.9252028143885,5.46119124524338
"26",2022-03-08 00:02:05,1,303,100,49.4769443471601,5.68439555236947
"27",2022-03-08 00:02:10,1,303,100,50.1632600574658,5.39077425207588
"28",2022-03-08 00:02:15,1,303,100,47.7377271047232,4.5127457981815
"29",2022-03-08 00:02:20,1,303,100,48.1294345272097,5.14809165713088
"30",2022-03-08 00:02:25,1,303,100,49.9116893033848,5.41445966922839
"31",2022-03-08 00:02:30,1,303,100,49.1469996010174,5.07488778052111
"32",2022-03-08 00:02:35,1,303,100,48.1132415122158,5.10297459406412
"33",2022-03-08 00:02:40,1,303,100,48.7821208324017,5.16473681536365
"34",2022-03-08 00:02:45,1,303,100,50.2723725820443,5.34231685119135
"35",2022-03-08 00:02:50,1,303,100,49.7362175907223,5.29439277165335
"36",2022-03-08 00:02:55,1,303,100,46.6408426811985,5.56670696592127
"37",2022-03-08 00:03:00,1,303,100,49.2296523129904,4.66086960636957
"38",2022-03-08 00:03:05,1,303,100,49.665231887468,5.47541412577128
"39",2022-03-08 00:03:10,1,303,100,49.4892375384356,5.33003110245163
"40",2022-03-08 00:03:15,1,303,100,48.4820164803242,4.80579844091247
"41",2022-03-08 00:03:20,1,303,100,47.569078338245,5.077325025251
"42",2022-03-08 00:03:25,1,303,100,50.2677473834855,5.02477925588258
"43",2022-03-08 00:03:30,1,303,100,48.1488936012204,4.91002900928683
"44",2022-03-08 00:03:35,1,303,100,48.7849740467833,4.97660550849991
"45",2022-03-08 00:03:40,1,303,100,49.1023545442925,5.69893785801517
"46",2022-03-08 00:03:45,1,303,100,49.2101048158743,5.32586691616267
"47",2022-03-08 00:03:50,1,303,100,48.0560857440591,5.06106623825189
"48",2022-03-08 00:03:55,1,303,100,49.8075127212965,5.14592980439442
"49",2022-03-08 00:04:00,1,303,100,48.0891975216266,5.54743533764407
"50",2022-03-08 00:04:05,1,303,100,48.5437169232657,5.51329567492851
"51",2022-03-08 00:04:10,1,303,100,48.7367046599839,5.82722886444633
"52",2022-03-08 00:04:15,1,303,100,49.0368047433692,5.68985075952915
"53",2022-03-08 00:04:20,1,303,100,49.7239459651654,4.6911533301163
"54",2022-03-08 00:04:25,1,303,100,48.9360556952548,4.91555762068511
"55",2022-03-08 00:04:30,1,303,100,50.0667722044023,5.02779856797735
"56",2022-03-08 00:04:35,1,303,100,50.4754343993758,4.94730014219448
"57",2022-03-08 00:04:40,1,303,100,48.3993998143347,5.48695771113909
"58",2022-03-08 00:04:45,1,303,100,48.071645216398,5.30150673550075
"59",2022-03-08 00:04:50,1,303,100,50.5414955960294,5.11422359961782
"60",2022-03-08 00:04:55,1,303,100,48.6114588616429,4.41187461622259
"61",2022-03-08 00:05:00,1,303,100,49.550641844878,5.29225886990234
"62",2022-03-08 00:05:05,1,303,100,49.9986649245832,4.79444539639431
"63",2022-03-08 00:05:10,1,303,100,48.5602601322148,4.76746082933429
"64",2022-03-08 00:05:15,1,303,100,48.6804724607903,5.31406592820306
"65",2022-03-08 00:05:20,1,303,100,49.9261598427206,4.9358640448464
"66",2022-03-08 00:05:25,1,303,100,49.3506336948294,5.3673452771013
"67",2022-03-08 00:05:30,1,303,100,49.5779855948257,5.17482225528472
"68",2022-03-08 00:05:35,1,303,100,48.3819973325286,5.58369202707308
"69",2022-03-08 00:05:40,1,303,100,48.3456796358619,4.43363499963089
"70",2022-03-08 00:05:45,1,303,100,48.4010267709007,4.61727622520831
"71",2022-03-08 00:05:50,1,303,100,49.7172383138463,5.37154877032018
"72",2022-03-08 00:05:55,1,303,100,49.165745731198,5.89577459646689
"73",2022-03-08 00:06:00,1,303,100,48.6442246217033,4.67008067265653
"74",2022-03-08 00:06:05,1,303,100,48.9049257652729,5.54159831242822
"75",2022-03-08 00:06:10,1,303,100,50.4585710860968,5.81667983558889
"76",2022-03-08 00:06:15,1,303,100,50.2076422897902,5.14273984243539
"77",2022-03-08 00:06:20,1,303,100,49.2050683274355,5.65177633644009
"78",2022-03-08 00:06:25,1,303,100,49.8636334427373,5.429667999352
"79",2022-03-08 00:06:30,1,303,100,50.0066861227655,4.69114334293451
"80",2022-03-08 00:06:35,1,303,100,48.3301999546036,4.11403298224007
"81",2022-03-08 00:06:40,1,303,100,50.0864202897105,5.2434813951753
"82",2022-03-08 00:06:45,1,303,100,49.3901849125165,5.2128739895972
"83",2022-03-08 00:06:50,1,303,100,49.14412831221,5.2840720478074
"84",2022-03-08 00:06:55,1,303,100,48.3421799118928,5.71137668938463
"85",2022-03-08 00:07:00,1,303,100,47.1221774830443,4.93773648358404
"86",2022-03-08 00:07:05,1,303,100,49.4351966379925,5.47161239015105
"87",2022-03-08 00:07:10,1,303,100,49.3010661068442,4.6941985313316
"88",2022-03-08 00:07:15,1,303,100,49.8162903830996,5.64033148094608
"89",2022-03-08 00:07:20,1,303,100,49.5627101804653,4.7482452262041
